0.000 0.000e+00
8035.730 0.000e+00
8042.710 0.000e+00
8052.280 0.000e+00
8061.721 0.000e+00
8106.250 0.000e+00
8106.595 0.000e+00
8115.132 0.000e+00
8132.270 0.000e+00
8135.220 0.000e+00
8144.410 0.000e+00
8147.200 0.000e+00
8147.380 0.000e+00
8159.490 0.000e+00
8180.920 0.000e+00
8180.930 0.000e+00
8192.308 0.000e+00
8197.323 0.000e+00
8204.990 0.000e+00
8207.480 0.000e+00
8208.880 0.000e+00
8212.400 0.000e+00
8220.660 0.000e+00
8224.950 0.000e+00
8231.150 0.000e+00
8265.514 0.000e+00
8274.629 0.000e+00
8283.328 0.000e+00
8289.840 0.000e+00
8300.391 0.000e+00
8303.670 0.000e+00
8305.480 0.000e+00
8335.020 0.000e+00
8378.850 0.000e+00
8387.200 0.000e+00
8413.450 0.000e+00
8414.740 0.000e+00
8434.690 0.000e+00
8472.290 0.000e+00
8475.640 0.000e+00
8479.530 0.000e+00
8500.540 0.000e+00
8511.211 0.000e+00
8540.280 0.000e+00
8540.330 0.000e+00
8553.680 0.000e+00
8563.240 0.000e+00
8565.940 0.000e+00
8571.370 0.000e+00
8590.530 0.000e+00
8595.510 0.000e+00
8601.390 0.000e+00
8608.210 0.000e+00
8613.040 0.000e+00
8621.710 0.000e+00
8627.190 0.000e+00
8631.070 0.000e+00
8633.900 0.000e+00
8635.180 0.000e+00
8641.480 0.000e+00
8653.870 0.000e+00
8654.020 0.000e+00
8675.860 0.000e+00
8676.640 0.000e+00
8683.320 0.000e+00
8692.580 0.000e+00
8699.890 0.000e+00
8710.000 0.000e+00
8716.010 0.000e+00
8719.700 0.000e+00
8724.570 0.000e+00
8728.940 0.000e+00
8744.890 0.000e+00
8748.830 0.000e+00
8749.690 0.000e+00
8757.600 0.000e+00
8766.519 0.000e+00
8775.410 0.000e+00
8776.460 0.000e+00
8779.161 0.000e+00
8782.660 0.000e+00
8807.070 0.000e+00
8808.200 0.000e+00
8842.520 0.000e+00
8844.890 0.000e+00
8931.145 0.000e+00
8969.990 0.000e+00
8980.450 0.000e+00
8981.160 0.000e+00
9001.660 1.039e+05
9008.620 1.579e+05
9028.150 1.699e+05
9042.430 2.321e+05
9046.950 2.069e+05
9096.830 9.295e+04
9102.220 1.085e+05
9103.080 1.202e+05
9114.190 1.551e+05
9124.990 1.466e+05
9191.210 1.809e+05
9227.360 1.560e+05
9235.710 1.522e+05
9236.690 1.415e+05
9245.540 8.913e+04
9246.080 7.917e+04
9265.230 4.240e+04
9265.470 4.240e+04
9273.500 3.158e+04
9274.610 3.558e+04
9275.560 4.922e+04
9282.400 6.165e+04
9290.420 7.243e+04
9301.950 8.442e+04
9328.590 1.431e+05
9328.750 1.431e+05
9333.220 1.442e+05
9340.500 1.439e+05
9354.690 2.445e+05
9354.800 2.445e+05
9364.670 2.798e+05
9392.900 1.688e+05
9415.900 1.143e+05
9417.530 1.107e+05
9439.800 4.792e+04
9453.470 3.440e+04
9507.420 7.078e+04
9534.900 1.408e+05
9543.510 1.473e+05
9580.190 2.086e+05
9596.890 1.559e+05
9609.800 1.047e+05
9618.270 1.351e+05
9666.030 2.018e+04
9671.680 2.565e+04
9684.920 3.429e+04
9690.490 2.776e+04
9706.880 1.911e+04
9717.510 9.466e+04
9725.450 6.480e+04
9730.180 1.538e+05
9745.780 7.990e+05
9754.435 8.433e+05
9771.370 1.502e+05
9797.580 2.092e+05
9812.960 1.187e+05
9841.030 1.182e+05
9854.100 6.771e+04
9858.940 5.237e+04
9865.650 4.181e+04
9895.680 1.639e+04
9899.790 1.452e+04
9919.090 1.718e+04
9920.320 1.798e+04
9957.480 3.818e+04
9969.400 7.588e+04
9992.000 1.452e+05
10041.400 7.391e+04
10057.620 4.926e+04
10068.720 5.254e+04
10080.420 4.680e+04
10123.730 1.129e+04
10150.460 1.372e+04
10170.400 2.059e+04
10180.200 2.257e+04
10224.320 8.579e+04
10276.400 5.709e+04
10299.750 4.293e+04
10325.710 3.735e+04
10363.210 8.502e+03
10363.990 8.502e+03
10377.280 1.287e+04
10392.130 1.706e+04
10431.350 3.040e+04
10461.430 6.311e+04
10489.160 9.928e+04
10552.530 3.840e+04
10565.730 3.059e+04
10578.400 5.370e+04
10595.940 4.985e+04
10611.370 1.291e+04
10629.610 1.526e+04
10642.460 1.836e+04
10647.640 2.290e+04
10662.400 1.183e+04
10702.260 3.258e+04
10732.370 2.738e+04
10804.300 2.138e+04
10877.880 3.838e+04
11082.230 4.666e+04
11190.170 1.895e+04
11217.650 2.108e+04
11260.787 3.458e+04
11262.240 3.371e+04
11265.790 3.398e+04
11289.672 3.347e+04
11306.900 3.646e+04
11319.200 1.687e+04
11331.610 2.700e+04
11336.540 3.228e+04
11427.960 4.290e+04
11460.614 1.012e+05
11517.520 2.941e+04
11614.800 4.272e+04
11659.000 2.742e+04
11785.330 2.708e+04
11795.640 3.101e+04
11822.614 7.966e+04
11970.457 2.367e+04
11999.280 3.093e+04
12000.385 3.065e+04
12080.520 3.997e+04
12082.156 4.642e+04
12121.110 2.630e+04
12126.870 2.168e+04
12160.170 7.741e+04
12207.875 5.876e+04
12232.750 2.434e+04
12243.910 2.490e+04
12285.450 1.910e+04
12324.450 1.315e+04
12418.485 2.866e+04
12601.330 2.411e+04
12735.770 2.197e+04
12736.342 2.591e+04
12786.020 5.600e+04
12828.590 7.640e+04
12865.410 1.064e+05
12879.690 3.663e+04
12882.260 3.770e+04
12918.100 1.038e+05
12919.170 9.819e+04
12938.020 9.694e+04
12981.530 9.190e+04
12988.870 8.816e+04
13025.970 2.343e+04
13123.705 5.857e+03
13181.015 1.080e+04
13193.726 1.158e+04
13214.280 2.429e+04
13244.310 4.276e+04
13307.940 0.000e+00
13308.672 0.000e+00
13341.530 0.000e+00
13626.141 0.000e+00
13637.949 0.000e+00
13662.120 0.000e+00
13714.770 0.000e+00
13742.612 0.000e+00
13767.480 0.000e+00
13803.800 0.000e+00
